set,heap,type
experiment,30171128,after
experiment,36573448,before
experiment,31122616,after
experiment,32779192,before
experiment,32779192,after
experiment,33017312,before
experiment,33017312,after
experiment,33088360,before
experiment,27833912,after
experiment,46436736,before
experiment,33327792,after
experiment,36214608,before
experiment,36214608,after
experiment,4356312,before
experiment,3817520,after
experiment,5020776,before
experiment,4716368,after
experiment,6768408,before
experiment,6351288,after
experiment,10602160,before
experiment,9690224,after
experiment,12244928,before
experiment,11585488,after
experiment,12026240,before
experiment,12026240,after
experiment,12026240,before
experiment,12026240,after
experiment,12026240,before
experiment,12026240,after
experiment,12026240,before
experiment,12026240,after
experiment,14330424,before
experiment,13266472,after
experiment,19082520,before
experiment,19082520,after
experiment,27175240,before
experiment,24236696,after
experiment,28048864,before
experiment,26279584,after
experiment,28898464,before
experiment,27542896,after
experiment,34972680,before
experiment,30198768,after
experiment,36560472,before
experiment,31113712,after
experiment,32083944,before
experiment,32083944,after
experiment,32290128,before
experiment,32290128,after
experiment,32372720,before
experiment,32372720,after
experiment,32419600,before
experiment,27654128,after
experiment,46299560,before
experiment,33101776,after
experiment,36839896,before
experiment,36839896,after
experiment,4356312,before
experiment,3817520,after
experiment,5020896,before
experiment,4716488,after
experiment,6768560,before
experiment,6351440,after
experiment,10602272,before
experiment,9690328,after
experiment,12248392,before
experiment,11588688,after
experiment,12025032,before
experiment,12025032,after
experiment,12025032,before
experiment,12025032,after
experiment,12025032,before
experiment,12025032,after
experiment,12025032,before
experiment,12025032,after
experiment,14335728,before
experiment,13271416,after
experiment,19088008,before
experiment,19088008,after
experiment,27179864,before
experiment,24239240,after
experiment,28039832,before
experiment,26265504,after
experiment,28887592,before
experiment,27530232,after
experiment,34965192,before
experiment,30196648,after
experiment,36561792,before
experiment,31115488,after
experiment,33146248,before
experiment,33146248,after
experiment,33313864,before
experiment,33313864,after
experiment,33379456,before
experiment,27902456,after
experiment,46689288,before
experiment,33640856,after
experiment,36214688,before
experiment,36214688,after
experiment,4356312,before
experiment,3817520,after
experiment,5020840,before
experiment,4716432,after
experiment,6768456,before
experiment,6351344,after
experiment,10602176,before
experiment,9690072,after
experiment,12245072,before
experiment,11585696,after
experiment,12026512,before
experiment,12026512,after
experiment,12026512,before
experiment,12026512,after
experiment,12026512,before
experiment,12026512,after
experiment,12026512,before
experiment,12026512,after
experiment,14330312,before
experiment,13266480,after
experiment,19099632,before
experiment,19099632,after
experiment,27194280,before
experiment,24256048,after
experiment,28053808,before
experiment,26280184,after
experiment,28903896,before
experiment,27545568,after
experiment,34971248,before
experiment,30200904,after
experiment,36575840,before
experiment,31129320,after
experiment,32487592,before
experiment,32487592,after
experiment,32675328,before
experiment,32675328,after
experiment,32765440,before
experiment,32765440,after
experiment,32811024,before
experiment,27784112,after
experiment,46507040,before
experiment,33353056,after
experiment,36774304,before
experiment,36774304,after
experiment,4356312,before
experiment,3817520,after
experiment,5020896,before
experiment,4716488,after
experiment,6768512,before
experiment,6351400,after
experiment,10602696,before
experiment,9690752,after
experiment,12245448,before
experiment,11586648,after
experiment,12029776,before
experiment,12029776,after
experiment,12029776,before
experiment,12029776,after
experiment,12029776,before
experiment,12029776,after
experiment,12029776,before
experiment,12029776,after
experiment,14330640,before
experiment,13266408,after
experiment,19130712,before
experiment,19130712,after
experiment,27205208,before
experiment,24249528,after
experiment,28008584,before
experiment,26252736,after
experiment,28845104,before
experiment,27501704,after
experiment,34942856,before
experiment,30163720,after
experiment,36558696,before
experiment,31115608,after
experiment,32625928,before
experiment,32625928,after
experiment,32810864,before
experiment,32810864,after
experiment,32876408,before
experiment,32876408,after
experiment,32971576,before
experiment,27753008,after
experiment,46406344,before
experiment,33242864,after
experiment,36368984,before
experiment,36368984,after
experiment,4356312,before
experiment,3817520,after
experiment,5020776,before
experiment,4716368,after
experiment,6768440,before
experiment,6351320,after
experiment,10602184,before
experiment,9690080,after
experiment,12223256,before
experiment,11566688,after
experiment,12029240,before
experiment,12029240,after
experiment,12029240,before
experiment,12029240,after
experiment,12029240,before
experiment,12029240,after
experiment,12029240,before
experiment,12029240,after
experiment,14327496,before
experiment,13263968,after
experiment,19123576,before
experiment,19123576,after
experiment,27198136,before
experiment,24242296,after
experiment,27955928,before
experiment,26195360,after
experiment,28790112,before
experiment,27445640,after
experiment,34887776,before
experiment,30111888,after
experiment,36501072,before
experiment,31059128,after
experiment,33548328,before
experiment,33548328,after
experiment,33882320,before
experiment,33882320,after
experiment,33994520,before
experiment,33994520,after
experiment,34060056,before
experiment,28070256,after
experiment,46895176,before
experiment,33907216,after
experiment,35944968,before
experiment,35944968,after
experiment,4356312,before
experiment,3817520,after
experiment,5020776,before
experiment,4716368,after
experiment,6768440,before
experiment,6351320,after
experiment,10602096,before
experiment,9690152,after
experiment,12245432,before
experiment,11585712,after
experiment,12025936,before
experiment,12025936,after
experiment,12025936,before
experiment,12025936,after
experiment,12025936,before
experiment,12025936,after
experiment,12025936,before
experiment,12025936,after
experiment,14334832,before
experiment,13270544,after
experiment,19110928,before
experiment,19110928,after
experiment,27186712,before
experiment,24231792,after
experiment,27994888,before
experiment,26232744,after
experiment,28827632,before
experiment,27483112,after
experiment,34923992,before
experiment,30149648,after
experiment,36500432,before
experiment,31057776,after
experiment,31790016,before
experiment,31790016,after
experiment,32062984,before
experiment,32062984,after
experiment,32101056,before
experiment,27425216,after
experiment,46196408,before
experiment,32946936,after
experiment,37020464,before
experiment,37020464,after
experiment,4356312,before
experiment,3817520,after
experiment,5020864,before
experiment,4716456,after
experiment,6768528,before
experiment,6351408,after
experiment,10602272,before
experiment,9690168,after
experiment,12245464,before
experiment,11585768,after
experiment,12026072,before
experiment,12026072,after
experiment,12026072,before
experiment,12026072,after
experiment,12026072,before
experiment,12026072,after
experiment,12026072,before
experiment,12026072,after
experiment,14330216,before
experiment,13266344,after
experiment,19093592,before
experiment,19093592,after
experiment,27189696,before
experiment,24252784,after
experiment,28049824,before
experiment,26278424,after
experiment,28901272,before
experiment,27543696,after
experiment,34978144,before
experiment,30207864,after
experiment,36605464,before
experiment,31157960,after
experiment,32169616,before
experiment,32169616,after
experiment,32438208,before
experiment,32438208,after
experiment,32488584,before
experiment,27594720,after
experiment,46421904,before
experiment,33247784,after
experiment,36771216,before
experiment,36771216,after
experiment,4356312,before
experiment,3817520,after
experiment,5020776,before
experiment,4716368,after
experiment,6768424,before
experiment,6351312,after
experiment,10602168,before
experiment,9690064,after
experiment,12248736,before
experiment,11589872,after
experiment,12029008,before
experiment,12029008,after
experiment,12029008,before
experiment,12029008,after
experiment,12029008,before
experiment,12029008,after
experiment,12029008,before
experiment,12029008,after
experiment,14329832,before
experiment,13265336,after
experiment,19160336,before
experiment,19160336,after
experiment,27244288,before
experiment,24295432,after
experiment,28112856,before
experiment,26344464,after
experiment,28952016,before
experiment,27601448,after
experiment,35034088,before
experiment,30261568,after
experiment,36662920,before
experiment,31230744,after
experiment,31580304,before
experiment,31580304,after
experiment,31800280,before
experiment,31800280,after
experiment,31883072,before
experiment,27497776,after
experiment,46197448,before
experiment,32880576,after
experiment,37209728,before
experiment,37209728,after
experiment,4356312,before
experiment,3817520,after
experiment,5020864,before
experiment,4716456,after
experiment,6768496,before
experiment,6351376,after
experiment,10602376,before
experiment,9690408,after
experiment,12245720,before
experiment,11586000,after
experiment,12026144,before
experiment,12026144,after
experiment,12026144,before
experiment,12026144,after
experiment,12026144,before
experiment,12026144,after
experiment,12026144,before
experiment,12026144,after
experiment,14330480,before
experiment,13266520,after
experiment,19119144,before
experiment,19119144,after
experiment,27206352,before
experiment,24261920,after
experiment,27921432,before
experiment,26158656,after
experiment,28764880,before
experiment,27414712,after
experiment,34846432,before
experiment,30067344,after
experiment,36462256,before
experiment,31014776,after
experiment,33458176,before
experiment,33458176,after
experiment,33634416,before
experiment,33634416,after
experiment,33833480,before
experiment,27983888,after
experiment,46606592,before
experiment,33591464,after
experiment,35730480,before
experiment,35730480,after
experiment,4356312,before
experiment,3817520,after
experiment,5020776,before
experiment,4716368,after
experiment,6768440,before
experiment,6351320,after
experiment,10602176,before
experiment,9690232,after
experiment,12245552,before
experiment,11585816,after
experiment,12026152,before
experiment,12026152,after
experiment,12026152,before
experiment,12026152,after
experiment,12026152,before
experiment,12026152,after
experiment,12026152,before
experiment,12026152,after
experiment,14330568,before
experiment,13266520,after
experiment,19194176,before
experiment,19194176,after
experiment,27266888,before
experiment,24307744,after
experiment,28129272,before
experiment,26356184,after
experiment,28957664,before
experiment,27609968,after
experiment,35051400,before
experiment,30282480,after
experiment,36662984,before
experiment,31229496,after
experiment,32901480,before
experiment,32901480,after
experiment,33129832,before
experiment,33129832,after
experiment,33195384,before
experiment,33195384,after
experiment,33261048,before
experiment,27869376,after
experiment,46653272,before
experiment,33569672,after
experiment,36389272,before
experiment,36389272,after
experiment,4356312,before
experiment,3817520,after
experiment,5020864,before
experiment,4716456,after
experiment,6768528,before
experiment,6351408,after
experiment,10602376,before
experiment,9690424,after
experiment,12245760,before
experiment,11586040,after
experiment,12026312,before
experiment,12026312,after
experiment,12026312,before
experiment,12026312,after
experiment,12026312,before
experiment,12026312,after
experiment,12026312,before
experiment,12026312,after
experiment,14330704,before
experiment,13266704,after
experiment,19134296,before
experiment,19134296,after
experiment,27208824,before
experiment,24252528,after
experiment,28070952,before
experiment,26293704,after
experiment,28902288,before
experiment,27551232,after
experiment,34988408,before
experiment,30221936,after
experiment,36613808,before
experiment,31179760,after
experiment,32755280,before
experiment,32755280,after
experiment,32977280,before
experiment,32977280,after
experiment,33047656,before
experiment,27806304,after
experiment,46475064,before
experiment,33361848,after
experiment,36315664,before
experiment,36315664,after
experiment,4356312,before
experiment,3817520,after
experiment,5020896,before
experiment,4716488,after
experiment,6768512,before
experiment,6351400,after
experiment,10602280,before
experiment,9690328,after
experiment,12239648,before
experiment,11579944,after
experiment,12022688,before
experiment,12022688,after
experiment,12022688,before
experiment,12022688,after
experiment,12022688,before
experiment,12022688,after
experiment,12022688,before
experiment,12022688,after
experiment,14326744,before
experiment,13262688,after
experiment,19081400,before
experiment,19081400,after
experiment,27173128,before
experiment,24231320,after
experiment,28043072,before
experiment,26274888,after
experiment,28889232,before
experiment,27535464,after
experiment,34963912,before
experiment,30192992,after
experiment,36582240,before
experiment,31135280,after
experiment,32788600,before
experiment,32788600,after
experiment,33015096,before
experiment,33015096,after
experiment,33080704,before
experiment,33080704,after
experiment,33146888,before
experiment,27810896,after
experiment,46485440,before
experiment,33392296,after
experiment,36228576,before
experiment,36228576,after
experiment,4356312,before
experiment,3817520,after
experiment,5020776,before
experiment,4716368,after
experiment,6768424,before
experiment,6351312,after
experiment,10602088,before
experiment,9690128,after
experiment,12245408,before
experiment,11585688,after
experiment,12025896,before
experiment,12025896,after
experiment,12025896,before
experiment,12025896,after
experiment,12025896,before
experiment,12025896,after
experiment,12025896,before
experiment,12025896,after
experiment,14332392,before
experiment,13268200,after
experiment,19107720,before
experiment,19107720,after
experiment,27199224,before
experiment,24260368,after
experiment,27996384,before
experiment,26245264,after
experiment,28855368,before
experiment,27500448,after
experiment,34936888,before
experiment,30157952,after
experiment,36555112,before
experiment,31107928,after
experiment,33355496,before
experiment,33355496,after
experiment,33593600,before
experiment,33593600,after
experiment,33659176,before
experiment,27984392,after
experiment,46616672,before
experiment,33550608,after
experiment,36053832,before
experiment,36053832,after
experiment,4356312,before
experiment,3817520,after
experiment,5020896,before
experiment,4716488,after
experiment,6768512,before
experiment,6351400,after
experiment,10602256,before
experiment,9690312,after
experiment,12245584,before
experiment,11585864,after
experiment,12026072,before
experiment,12026072,after
experiment,12026072,before
experiment,12026072,after
experiment,12026072,before
experiment,12026072,after
experiment,12026072,before
experiment,12026072,after
experiment,14370368,before
experiment,13306328,after
experiment,19134992,before
experiment,19134992,after
experiment,27227248,before
experiment,24286768,after
experiment,28073440,before
experiment,26304792,after
experiment,28923616,before
experiment,27568088,after
experiment,35000960,before
experiment,30229280,after
experiment,36638144,before
experiment,31189528,after
experiment,32306448,before
experiment,32306448,after
experiment,32523904,before
experiment,32523904,after
experiment,32722440,before
experiment,27786384,after
experiment,46486136,before
experiment,33312792,after
experiment,36527776,before
experiment,36527776,after
experiment,4356312,before
experiment,3817520,after
experiment,5020784,before
experiment,4716368,after
experiment,6768424,before
experiment,6351312,after
experiment,10602176,before
experiment,9690232,after
experiment,12245416,before
experiment,11585696,after
experiment,12025840,before
experiment,12025840,after
experiment,12025840,before
experiment,12025840,after
experiment,12025840,before
experiment,12025840,after
experiment,12025840,before
experiment,12025840,after
experiment,14330248,before
experiment,13266296,after
experiment,19057088,before
experiment,19057088,after
experiment,27160256,before
experiment,24234144,after
experiment,27956080,before
experiment,26206256,after
experiment,28829008,before
experiment,27461464,after
experiment,34898488,before
experiment,30115664,after
experiment,36480408,before
experiment,31033472,after
experiment,33397600,before
experiment,33397600,after
experiment,33598040,before
experiment,33598040,after
experiment,33667200,before
experiment,33667200,after
experiment,33732752,before
experiment,27955616,after
experiment,46630024,before
experiment,33587696,after
experiment,35942208,before
experiment,35942208,after
experiment,4356312,before
experiment,3817520,after
experiment,5020864,before
experiment,4716456,after
experiment,6768480,before
experiment,6351368,after
experiment,10602104,before
experiment,9690152,after
experiment,12245400,before
experiment,11585680,after
experiment,12025856,before
experiment,12025856,after
experiment,12025856,before
experiment,12025856,after
experiment,12025856,before
experiment,12025856,after
experiment,12025856,before
experiment,12025856,after
experiment,14336352,before
experiment,13271912,after
experiment,19135880,before
experiment,19135880,after
experiment,27210440,before
experiment,24254248,after
experiment,28032360,before
experiment,26269224,after
experiment,28863752,before
experiment,27519280,after
experiment,34957200,before
experiment,30176496,after
experiment,36564208,before
experiment,31125064,after
experiment,31518304,before
experiment,31518304,after
experiment,31779240,before
experiment,31779240,after
experiment,31849184,before
experiment,27405416,after
experiment,46074592,before
experiment,32831728,after
experiment,36783344,before
experiment,36783344,after
experiment,4356312,before
experiment,3817520,after
experiment,5020808,before
experiment,4716400,after
experiment,6768424,before
experiment,6351312,after
experiment,10602280,before
experiment,9690328,after
experiment,12245696,before
experiment,11585976,after
experiment,12026120,before
experiment,12026120,after
experiment,12026120,before
experiment,12026120,after
experiment,12026120,before
experiment,12026120,after
experiment,12026120,before
experiment,12026120,after
experiment,14330440,before
experiment,13266360,after
experiment,19139464,before
experiment,19139464,after
experiment,27215184,before
experiment,24260472,after
experiment,28045448,before
experiment,26281936,after
experiment,28878216,before
experiment,27533024,after
experiment,34925056,before
experiment,30146120,after
experiment,36535480,before
experiment,31093720,after
experiment,31474232,before
experiment,31474232,after
experiment,31726952,before
experiment,31726952,after
experiment,31808792,before
experiment,27337496,after
experiment,46077928,before
experiment,32826408,after
experiment,36787584,before
experiment,36787584,after
control,4356664,before
control,3818016,after
control,5021264,before
control,4716952,after
control,6773448,before
control,6354632,after
control,10621744,before
control,9697160,after
control,12331016,before
control,11657080,after
control,12044552,before
control,12044552,after
control,12044552,before
control,12044552,after
control,12044552,before
control,12044552,after
control,12044552,before
control,12044552,after
control,14439960,before
control,13366928,after
control,19167240,before
control,19167240,after
control,27286848,before
control,24325456,after
control,28087000,before
control,26315912,after
control,28951216,before
control,27571096,after
control,35005544,before
control,29973024,after
control,36914592,before
control,36914592,after
control,37148120,before
control,37148120,after
control,37244264,before
control,27877264,after
control,36984024,before
control,30714872,after
control,51019408,before
control,38503912,after
control,40910576,before
control,40910576,after
control,4356664,before
control,3818016,after
control,5021232,before
control,4716920,after
control,6773384,before
control,6354568,after
control,10621720,before
control,9697152,after
control,12331096,before
control,11657160,after
control,12045024,before
control,12045024,after
control,12045024,before
control,12045024,after
control,12045024,before
control,12045024,after
control,12045024,before
control,12045024,after
control,14431328,before
control,13359512,after
control,19241576,before
control,19241576,after
control,27351056,before
control,24380352,after
control,28085440,before
control,26307976,after
control,28933560,before
control,27563168,after
control,34989224,before
control,29954680,after
control,37220160,before
control,31440232,after
control,31745624,before
control,31745624,after
control,31909592,before
control,31909592,after
control,31997488,before
control,27347776,after
control,48710480,before
control,35284448,after
control,44745104,before
control,44745104,after
control,4356664,before
control,3818016,after
control,5021264,before
control,4716952,after
control,6773432,before
control,6354608,after
control,10621312,before
control,9696744,after
control,12330544,before
control,11656696,after
control,12085392,before
control,12085392,after
control,12085392,before
control,12085392,after
control,12085392,before
control,12085392,after
control,12085392,before
control,12085392,after
control,14471744,before
control,13394456,after
control,19252360,before
control,19252360,after
control,27367440,before
control,24401696,after
control,28130728,before
control,26366904,after
control,28997816,before
control,27622112,after
control,35057136,before
control,30019920,after
control,37315288,before
control,31530264,after
control,31905768,before
control,31905768,after
control,32070416,before
control,32070416,after
control,32152736,before
control,27449400,after
control,48726400,before
control,35304968,after
control,44916088,before
control,44916088,after
control,4356664,before
control,3818016,after
control,5021264,before
control,4716952,after
control,6773416,before
control,6354600,after
control,10621736,before
control,9697168,after
control,12385088,before
control,11712352,after
control,12106568,before
control,12106568,after
control,12106568,before
control,12106568,after
control,12106568,before
control,12106568,after
control,12106568,before
control,12106568,after
control,14485536,before
control,13407624,after
control,19253112,before
control,19253112,after
control,27358128,before
control,24382680,after
control,28134416,before
control,26358560,after
control,28979032,before
control,27613744,after
control,35052688,before
control,30014664,after
control,37265920,before
control,31481496,after
control,31911480,before
control,31911480,after
control,32083120,before
control,32083120,after
control,32190024,before
control,32190024,after
control,32207472,before
control,27445840,after
control,48734184,before
control,35312360,after
control,44839832,before
control,44839832,after
control,4356664,before
control,3818016,after
control,5021264,before
control,4716952,after
control,6773432,before
control,6354608,after
control,10621288,before
control,9696728,after
control,12330528,before
control,11656680,after
control,12044256,before
control,12044256,after
control,12044256,before
control,12044256,after
control,12044256,before
control,12044256,after
control,12044256,before
control,12044256,after
control,14438192,before
control,13364592,after
control,19190632,before
control,19190632,after
control,27307896,before
control,24343816,after
control,28170328,before
control,26383288,after
control,29002792,before
control,27625152,after
control,35063096,before
control,30026096,after
control,36488688,before
control,36488688,after
control,36574672,before
control,36574672,after
control,36672856,before
control,27608112,after
control,37088000,before
control,30791528,after
control,51015040,before
control,38529496,after
control,41025616,before
control,41025616,after
control,4356664,before
control,3818016,after
control,5021232,before
control,4716920,after
control,6773432,before
control,6354608,after
control,10621680,before
control,9697120,after
control,12337416,before
control,11662416,after
control,12036928,before
control,12036928,after
control,12036928,before
control,12036928,after
control,12036928,before
control,12036928,after
control,12036928,before
control,12036928,after
control,14432488,before
control,13362192,after
control,19258208,before
control,19258208,after
control,27360464,before
control,24381312,after
control,28212424,before
control,26410384,after
control,29030152,before
control,27667272,after
control,35109776,before
control,30074024,after
control,37364008,before
control,31579184,after
control,31932888,before
control,31932888,after
control,32122512,before
control,32122512,after
control,32204736,before
control,27579776,after
control,48905584,before
control,35484792,after
control,44894920,before
control,44894920,after
control,4356664,before
control,3818016,after
control,5021264,before
control,4716952,after
control,6773448,before
control,6354632,after
control,10621144,before
control,9696560,after
control,12330624,before
control,11656576,after
control,12043920,before
control,12043920,after
control,12043920,before
control,12043920,after
control,12043920,before
control,12043920,after
control,12043920,before
control,12043920,after
control,14438224,before
control,13364952,after
control,19197648,before
control,19197648,after
control,27311048,before
control,24343056,after
control,28147416,before
control,26360168,after
control,28989424,before
control,27615384,after
control,35012424,before
control,29974376,after
control,37265424,before
control,31480976,after
control,32187968,before
control,32187968,after
control,32359656,before
control,32359656,after
control,32477976,before
control,32477976,after
control,32561576,before
control,27653136,after
control,48808088,before
control,35386232,after
control,44799688,before
control,44799688,after
control,4356664,before
control,3818016,after
control,5021232,before
control,4716920,after
control,6773680,before
control,6354872,after
control,10622296,before
control,9697720,after
control,12331552,before
control,11657672,after
control,12086560,before
control,12086560,after
control,12086560,before
control,12086560,after
control,12086560,before
control,12086560,after
control,12086560,before
control,12086560,after
control,14464488,before
control,13387800,after
control,19293680,before
control,19293680,after
control,27401560,before
control,24427880,after
control,28253736,before
control,26453640,after
control,29076968,before
control,27708816,after
control,35140024,before
control,30107880,after
control,37388280,before
control,31615768,after
control,31974912,before
control,31974912,after
control,32163720,before
control,32163720,after
control,32251592,before
control,27550640,after
control,48843040,before
control,35415280,after
control,44874656,before
control,44874656,after
control,4356664,before
control,3818016,after
control,5021296,before
control,4716984,after
control,6773416,before
control,6354600,after
control,10620976,before
control,9696400,after
control,12336880,before
control,11661888,after
control,12036520,before
control,12036520,after
control,12036520,before
control,12036520,after
control,12036520,before
control,12036520,after
control,12036520,before
control,12036520,after
control,14423392,before
control,13353664,after
control,19208896,before
control,19208896,after
control,27319304,before
control,24348016,after
control,28081640,before
control,26318688,after
control,28944776,before
control,27573888,after
control,35015752,before
control,29978432,after
control,37253128,before
control,31468008,after
control,31814528,before
control,31814528,after
control,31923600,before
control,31923600,after
control,32005448,before
control,27426904,after
control,48765672,before
control,35344296,after
control,44760456,before
control,44760456,after
control,4356664,before
control,3818016,after
control,5021264,before
control,4716952,after
control,6773416,before
control,6354600,after
control,10621288,before
control,9696728,after
control,12330528,before
control,11656680,after
control,12044256,before
control,12044256,after
control,12044256,before
control,12044256,after
control,12044256,before
control,12044256,after
control,12044256,before
control,12044256,after
control,14430496,before
control,13358160,after
control,19219920,before
control,19219920,after
control,27334936,before
control,24369392,after
control,28187136,before
control,26384616,after
control,29018256,before
control,27642016,after
control,35075136,before
control,30040064,after
control,37361448,before
control,31575256,after
control,31921856,before
control,31921856,after
control,32120744,before
control,32120744,after
control,32193048,before
control,27550864,after
control,48900576,before
control,35480024,after
control,44921504,before
control,44921504,after
control,4356664,before
control,3818016,after
control,5021296,before
control,4716984,after
control,6773448,before
control,6354632,after
control,10620968,before
control,9696408,after
control,12330272,before
control,11656424,after
control,12043968,before
control,12043968,after
control,12043968,before
control,12043968,after
control,12043968,before
control,12043968,after
control,12043968,before
control,12043968,after
control,14438288,before
control,13364864,after
control,19235736,before
control,19235736,after
control,27341208,before
control,24365592,after
control,28193136,before
control,26389160,after
control,29014192,before
control,27648160,after
control,35082512,before
control,30048088,after
control,37324544,before
control,31539160,after
control,31881704,before
control,31881704,after
control,32071976,before
control,32071976,after
control,32154296,before
control,27501488,after
control,48831344,before
control,35410080,after
control,44847544,before
control,44847544,after
control,4356664,before
control,3818016,after
control,5021384,before
control,4717072,after
control,6773552,before
control,6354728,after
control,10621720,before
control,9697152,after
control,12330920,before
control,11657072,after
control,12044616,before
control,12044616,after
control,12044616,before
control,12044616,after
control,12044616,before
control,12044616,after
control,12044616,before
control,12044616,after
control,14430760,before
control,13358368,after
control,19193896,before
control,19193896,after
control,27306480,before
control,24338224,after
control,27991640,before
control,26228512,after
control,28856880,before
control,27483720,after
control,34907544,before
control,29870224,after
control,37197912,before
control,31411656,after
control,32179832,before
control,32179832,after
control,32428704,before
control,32428704,after
control,32510720,before
control,27605864,after
control,48704896,before
control,35284384,after
control,44642504,before
control,44642504,after
control,4356664,before
control,3818016,after
control,5021232,before
control,4716920,after
control,6773400,before
control,6354560,after
control,10621152,before
control,9696552,after
control,12330416,before
control,11656568,after
control,12044048,before
control,12044048,after
control,12044048,before
control,12044048,after
control,12044048,before
control,12044048,after
control,12044048,before
control,12044048,after
control,14438208,before
control,13364904,after
control,19245120,before
control,19245120,after
control,27351856,before
control,24377464,after
control,28193080,before
control,26415120,after
control,29037488,before
control,27670328,after
control,35108376,before
control,30071272,after
control,37321424,before
control,31536936,after
control,31894896,before
control,31894896,after
control,32117280,before
control,32117280,after
control,32166040,before
control,27527048,after
control,48858848,before
control,35436720,after
control,44687792,before
control,44687792,after
control,4356664,before
control,3818016,after
control,5021232,before
control,4716920,after
control,6773384,before
control,6354568,after
control,10621328,before
control,9696752,after
control,12334208,before
control,11659456,after
control,12043520,before
control,12043520,after
control,12043520,before
control,12043520,after
control,12043520,before
control,12043520,after
control,12043520,before
control,12043520,after
control,14428808,before
control,13358064,after
control,19167008,before
control,19167008,after
control,27283336,before
control,24318976,after
control,28083112,before
control,26301384,after
control,28914560,before
control,27537448,after
control,34978624,before
control,29934672,after
control,37280616,before
control,31494504,after
control,31922432,before
control,31922432,after
control,32110184,before
control,32110184,after
control,32196976,before
control,27494928,after
control,48774480,before
control,35354368,after
control,44787048,before
control,44787048,after
control,4356664,before
control,3818016,after
control,5021232,before
control,4716920,after
control,6773432,before
control,6354608,after
control,10621752,before
control,9697184,after
control,12331040,before
control,11657104,after
control,12085728,before
control,12085728,after
control,12085728,before
control,12085728,after
control,12085728,before
control,12085728,after
control,12085728,before
control,12085728,after
control,14472064,before
control,13395320,after
control,19217368,before
control,19217368,after
control,27335200,before
control,24371304,after
control,28114496,before
control,26351296,after
control,28983720,before
control,27606496,after
control,35044360,before
control,30007200,after
control,36347824,before
control,36347824,after
control,36594304,before
control,36594304,after
control,36629488,before
control,27533672,after
control,36972560,before
control,30687200,after
control,50888016,before
control,38396840,after
control,40882208,before
control,40882208,after
control,4356664,before
control,3818016,after
control,5021264,before
control,4716952,after
control,6773384,before
control,6354568,after
control,10621328,before
control,9696768,after
control,12330656,before
control,11656720,after
control,12044320,before
control,12044320,after
control,12044320,before
control,12044320,after
control,12044320,before
control,12044320,after
control,12044320,before
control,12044320,after
control,14429912,before
control,13358112,after
control,19234880,before
control,19234880,after
control,27340520,before
control,24364848,after
control,28194688,before
control,26391896,after
control,29015272,before
control,27649688,after
control,35079328,before
control,30044816,after
control,37319144,before
control,31533872,after
control,31878544,before
control,31878544,after
control,32068872,before
control,32068872,after
control,32153624,before
control,27467344,after
control,48780744,before
control,35359344,after
control,44869992,before
control,44869992,after
control,4356664,before
control,3818016,after
control,5021296,before
control,4716984,after
control,6773432,before
control,6354608,after
control,10620960,before
control,9696408,after
control,12334048,before
control,11660000,after
control,12043560,before
control,12043560,after
control,12043560,before
control,12043560,after
control,12043560,before
control,12043560,after
control,12043560,before
control,12043560,after
control,14433584,before
control,13361240,after
control,19271304,before
control,19271304,after
control,27378608,before
control,24404992,after
control,28155080,before
control,26392152,after
control,29015360,before
control,27647352,after
control,35092816,before
control,30054536,after
control,37344128,before
control,31559312,after
control,31838704,before
control,31838704,after
control,32072040,before
control,32072040,after
control,32154360,before
control,27523192,after
control,48835704,before
control,35414720,after
control,44905104,before
control,44905104,after
control,4356664,before
control,3818016,after
control,5021264,before
control,4716952,after
control,6773400,before
control,6354576,after
control,10621680,before
control,9697120,after
control,12330824,before
control,11656976,after
control,12044456,before
control,12044456,after
control,12044456,before
control,12044456,after
control,12044456,before
control,12044456,after
control,12044456,before
control,12044456,after
control,14430936,before
control,13358568,after
control,19219312,before
control,19219312,after
control,27334568,before
control,24368472,after
control,28097368,before
control,26333432,after
control,28964344,before
control,27588640,after
control,35027432,before
control,29989904,after
control,37271112,before
control,31486208,after
control,32080824,before
control,32080824,after
control,32283056,before
control,32283056,after
control,32366752,before
control,27545056,after
control,48730608,before
control,35309544,after
control,44679576,before
control,44679576,after
control,4356664,before
control,3818016,after
control,5021264,before
control,4716952,after
control,6773384,before
control,6354568,after
control,10621720,before
control,9697160,after
control,12325664,before
control,11651600,after
control,12038824,before
control,12038824,after
control,12038824,before
control,12038824,after
control,12038824,before
control,12038824,after
control,12038824,before
control,12038824,after
control,14433368,before
control,13360728,after
control,19209448,before
control,19209448,after
control,27320008,before
control,24351864,after
control,28171968,before
control,26369872,after
control,29000368,before
control,27626896,after
control,35005032,before
control,29976320,after
control,37279976,before
control,31507168,after
control,31861840,before
control,31861840,after
control,32111768,before
control,32111768,after
control,32116144,before
control,27429088,after
control,48717880,before
control,35291552,after
control,44619176,before
control,44619176,after
control,4356664,before
control,3818016,after
control,5021264,before
control,4716952,after
control,6773416,before
control,6354600,after
control,10621104,before
control,9696536,after
control,12330336,before
control,11656488,after
control,12044032,before
control,12044032,after
control,12044032,before
control,12044032,after
control,12044032,before
control,12044032,after
control,12044032,before
control,12044032,after
control,14437968,before
control,13364512,after
